a,b,c
845,30,595
487,37,133
434,77,487
297,70,481
190,36,520
522,88,72
998,38,123
889,49,497
19,95,379
726,17,575
262,18,495
617,93,88
941,57,688
555,85,179
26,1,414
21,37,893
168,95,982
976,20,449
845,64,84
853,11,682
705,51,657
280,88,486
569,76,175
458,86,710
409,3,758
265,85,408
938,62,38
61,69,825
157,91,738
458,46,376
173,40,776
30,14,805
231,29,163
803,82,260
96,6,109
480,66,767
926,39,613
236,53,523
238,59,57
623,35,615
399,70,819
134,46,86
651,93,811
999,54,650
301,5,216
106,75,217
426,38,645
362,11,652
511,8,864
247,53,286
956,6,755
954,19,446
933,37,82
350,6,180
445,87,923
102,93,767
883,10,193
486,79,80
158,94,182
710,89,510
607,3,448
432,54,111
454,16,129
522,23,572
627,93,199
860,7,238
29,76,512
65,53,557
417,93,926
480,86,620
283,92,675
308,42,765
714,45,973
522,63,301
297,81,852
542,6,760
974,62,28
980,27,684
33,13,508
363,83,387
824,89,393
547,87,18
115,44,494
715,22,319
788,33,510
315,90,513
682,32,311
866,64,399
126,59,618
356,91,778
119,64,814
638,90,583
57,14,950
692,38,27
225,11,964
96,86,593
719,66,712
571,25,584
186,52,91
424,42,543
30,13,559
195,62,379
654,68,316
410,73,760
782,10,969
92,60,158
854,32,34
586,6,242
335,70,385
889,32,187
345,38,563
14,41,766
624,11,112
768,13,603
407,22,946
582,8,246
727,8,588
821,12,986
216,22,153
83,39,20
231,12,975
84,23,929
762,39,62
414,7,919
599,39,205
20,52,848
592,66,724
251,90,357
326,75,432
586,36,443
730,61,938
97,47,320
175,38,789
68,82,459
708,4,424
377,12,193
847,68,126
562,79,307
999,67,994
43,68,701
464,57,340
76,64,942
59,95,880
197,33,250
275,42,220
571,33,60
508,5,364
403,92,717
252,78,270
939,31,608
636,73,147
637,89,352
649,6,868
503,39,653
891,34,283
214,9,890
516,47,357
53,10,801
693,53,632
835,7,464
423,79,406
601,77,240
211,16,306
767,64,306
6,91,826
56,27,832
699,59,679
68,74,234
551,11,39
253,40,843
180,58,518
124,14,361
57,31,333
576,58,476
321,73,795
917,50,41
969,2,598
915,62,264
814,82,289
663,21,180
925,56,643
598,14,906
209,85,582
174,65,508
236,19,696
324,86,940
294,59,787
504,70,564
859,10,979
373,57,526
529,61,763
129,6,749
792,15,819
315,19,732
52,35,323
991,100,211
816,56,245
798,60,844
250,49,268
225,46,935
269,58,519
280,86,651
797,31,212
679,60,374
681,26,907
425,72,204
39,2,371
149,78,662
533,31,827
208,10,479
368,24,49
21,85,562
715,10,431
208,3,699
384,24,752
38,10,663
901,92,909
880,77,934
338,34,635
889,65,157
283,73,122
22,24,455
982,90,635
818,2,872
957,10,895
197,15,887
901,82,432
468,59,802
32,22,324
572,99,208
76,30,560
44,91,960
618,99,365
609,53,264
714,66,135
172,15,370
726,17,432
306,73,422
159,50,915
654,68,155
875,74,35
892,66,760
677,85,610
825,80,412
806,24,422
362,53,127
741,94,4
888,20,604
417,15,149
684,54,101
314,83,343
413,95,822
582,56,898
602,72,638
98,40,623
591,93,576
866,60,926
375,14,30
653,21,317
537,95,482
847,41,926
213,20,420
938,35,99
651,84,966
698,82,920
815,68,585
510,92,168
273,4,743
131,74,965
714,15,345
975,73,125
41,2,420
443,87,293
783,27,98
970,60,612
412,85,129
12,51,309
403,29,60
751,99,153
735,29,847
733,100,920
203,30,869
880,73,13
342,50,670
188,58,236
974,26,704
125,3,601
716,47,39
71,64,145
844,68,361
958,16,507
125,24,35
65,38,641
498,62,614
916,79,826
390,59,705
634,80,124
235,68,48
660,7,458
463,96,127
804,77,591
901,86,475
442,21,20
329,12,945
317,9,724
263,11,899
380,21,178
855,15,587
536,27,479
850,21,36
86,52,632
751,2,67
173,55,891
154,100,52
653,67,335
832,90,534
557,99,570
243,25,502
60,76,851
499,59,668
414,47,949
194,82,130
822,51,939
211,93,97
750,19,589
69,95,499
461,59,325
974,11,581
627,79,872
803,27,616
609,81,479
190,6,432
960,19,199
422,96,408
859,39,456
441,84,803
630,39,473
658,66,889
324,51,981
105,77,463
733,70,732
593,29,903
378,95,240
416,61,800
96,28,894
182,25,427
766,72,306
904,67,558
958,53,157
881,11,288
978,62,994
915,35,225
249,9,205
750,11,484
29,22,98
67,75,607
393,76,269
651,47,389
974,62,952
990,39,900
507,81,34
214,56,460
285,39,382
440,13,827
447,75,521
679,95,260
88,29,460
206,94,15
797,26,186
113,18,800
117,70,739
644,80,564
876,10,989
244,77,118
205,4,325
831,10,241
964,73,218
366,19,460
295,30,148
823,10,397
933,64,531
44,72,252
855,19,980
932,90,163
107,37,553
125,56,552
609,21,963
493,89,457
240,76,333
74,19,625
831,10,32
436,92,14
454,17,782
159,93,143
331,30,267
478,63,649
857,41,212
605,9,708
893,69,222
572,72,936
633,92,1000
581,54,235
560,56,580
527,28,421
294,46,244
537,97,4
875,71,857
370,81,880
349,65,173
55,45,775
727,69,295
866,97,247
616,47,260
770,65,406
183,83,525
877,35,669
931,40,713
477,81,339
494,62,517
831,99,642
30,29,626
249,62,117
430,52,410
95,5,989
300,4,136
858,22,64
384,66,221
590,82,449
628,25,310
585,29,156
312,99,564
640,58,991
795,49,442
446,98,702
517,55,582
23,19,718
14,59,563
831,63,400
747,3,507
694,20,78
751,31,394
73,6,294
3,71,499
271,63,25
612,55,384
546,4,677
778,21,68
595,22,388
146,29,855
880,47,74
500,73,305
718,71,435
149,81,286
55,48,599
843,17,479
212,87,573
211,17,245
3,64,256
591,2,9
962,73,11
280,69,539
878,63,697
93,20,634
790,90,210
55,23,105
227,19,204
996,50,645
611,28,992
265,51,593
871,26,607
302,79,519
730,32,397
106,87,947
819,35,900
326,3,181
867,52,942
892,81,714
690,81,839
808,24,917
894,43,340
892,17,539
5,71,623
339,4,99
64,9,236
450,34,754
30,12,122
364,53,222
794,62,629
635,92,800
711,77,539
537,22,719
625,44,849
644,93,441
944,34,984
390,29,908
143,4,25
696,22,190
989,43,2
524,73,454
604,52,536
952,86,281
754,24,368
960,60,31
853,75,129
495,45,617
793,81,501
960,30,455
916,97,100
824,16,222
874,95,7
126,22,679
347,74,342
317,41,180
250,81,752
60,79,772
785,88,376
248,37,933
179,46,865
199,36,516
692,26,774
982,40,569
926,25,111
869,93,790
312,77,113
645,15,201
340,46,994
182,84,290
141,46,688
708,29,792
572,12,526
262,12,609
381,47,717
101,9,399
143,23,463
481,70,254
421,10,641
896,36,982
947,31,67
333,87,941
257,11,923
665,100,642
50,30,452
670,41,741
336,6,918
17,49,963
276,95,338
115,29,385
143,83,956
231,11,24
800,70,544
632,70,116
389,89,941
94,20,44
966,65,697
468,6,22
93,4,844
726,92,542
216,61,179
460,58,772
622,58,587
14,46,222
388,46,846
816,14,523
660,96,285
652,11,767
189,74,2
460,28,260
738,85,533
72,28,173
579,4,501
972,35,41
942,43,915
82,30,425
665,4,758
357,64,488
697,10,871
930,10,960
958,40,478
317,94,734
909,54,495
598,22,728
393,84,615
477,87,158
156,90,909
605,5,332
325,71,77
660,57,907
341,52,776
933,47,871
505,68,765
889,68,156
722,28,349
876,36,266
888,98,448
765,28,569
549,8,427
146,28,137
117,61,168
825,85,957
820,74,312
194,81,614
205,77,423
737,91,951
764,54,973
220,82,102
123,21,572
404,30,459
275,89,331
313,47,644
277,37,279
193,37,36
206,89,531
960,1,29
565,8,586
148,40,95
382,84,198
636,5,801
434,64,825
128,31,670
948,79,360
814,12,273
745,25,396
697,27,821
777,23,561
779,100,575
337,77,980
474,19,526
95,62,792
2,16,479
172,87,323
362,79,480
18,28,872
269,29,300
476,57,462
551,10,114
608,50,777
184,15,796
148,20,107
500,56,175
124,51,886
410,97,295
246,13,833
789,27,980
1,57,222
503,100,750
116,17,650
392,44,94
43,39,695
780,48,101
700,65,608
81,9,16
812,62,477
18,29,632
212,49,968
809,86,936
321,61,548
950,88,613
509,20,380
171,11,916
431,72,799
316,98,66
689,19,545
702,98,266
841,100,124
90,47,726
526,95,618
895,27,725
54,51,82
771,24,644
907,79,627
894,7,862
429,6,636
698,63,505
165,70,624
515,96,461
158,12,828
390,18,47
906,89,261
295,88,954
376,28,143
153,91,790
320,74,348
821,12,122
929,53,320
144,79,57
368,6,919
706,97,597
177,23,227
440,15,547
306,88,686
25,63,754
189,19,492
312,18,699
324,78,496
879,94,260
168,75,242
286,59,430
971,4,26
192,77,65
767,39,925
920,28,827
859,41,159
289,56,308
840,58,74
740,63,749
966,33,722
623,82,16
594,86,308
316,93,710
243,59,215
138,12,255
208,16,509
106,99,385
841,95,469
231,68,992
876,14,321
146,60,819
869,1,249
535,97,794
443,84,611
97,88,113
727,60,901
820,23,125
235,66,527
228,88,966
663,63,328
480,74,977
523,95,620
818,95,824
596,58,959
639,67,702
173,49,772
504,11,264
884,86,448
580,42,462
68,9,485
967,15,648
183,25,147
145,72,236
915,35,800
489,57,473
650,46,354
395,7,273
753,18,743
293,29,902
342,4,460
893,12,14
121,15,610
121,24,533
54,61,57
387,66,23
238,75,897
328,92,101
40,38,957
976,24,871
963,54,446
393,69,909
188,37,537
508,81,545
73,67,277
118,90,59
394,58,751
262,39,760
768,71,325
676,53,873
902,78,837
491,71,372
393,77,996
49,92,670
228,82,50
246,83,799
665,70,629
591,68,252
63,72,528
119,13,866
312,58,491
414,14,111
155,38,79
235,72,576
109,39,763
493,99,167
985,48,23
614,43,870
198,50,64
75,36,101
459,47,568
131,17,186
414,31,496
195,8,374
759,84,419
186,21,733
487,41,227
327,62,113
140,46,259
87,10,947
718,18,829
648,2,141
19,64,876
86,76,633
338,88,640
999,72,454
976,2,353
370,76,628
787,89,933
485,13,217
141,69,767
640,44,172
201,27,43
209,87,152
835,66,463
583,8,771
924,40,677
658,85,533
778,65,417
365,94,160
919,35,97
142,34,1
803,11,710
968,10,436
162,35,420
776,66,739
476,82,999
144,15,131
251,14,605
356,57,88
126,79,558
584,47,174
664,45,940
49,95,32
728,47,456
283,41,483
518,38,174
859,54,553
739,61,895
116,5,880
570,37,88
281,16,235
540,54,812
468,84,45
743,48,989
9,92,705
527,26,775
869,47,487
201,62,119
341,51,511
879,25,77
440,61,140
361,39,563
559,75,424
777,32,920
752,31,940
88,88,102
667,83,571
458,83,527
755,39,122
676,39,999
631,16,395
310,26,797
193,59,654
623,2,168
891,49,712
364,6,496
313,75,504
314,1,61
28,85,540
882,82,718
460,44,342
162,46,76
123,23,923
911,55,332
268,43,251
369,25,415
914,100,21
675,50,648
621,36,365
815,19,940
987,91,553
464,26,383
984,20,848
66,49,496
99,77,668
347,28,637
218,49,709
38,69,40
125,70,340
8,51,217
891,54,741
617,64,738
512,85,118
297,95,241
901,20,168
564,29,621
823,93,79
505,15,212
748,62,890
733,24,327
174,23,776
852,64,528
253,84,27
554,66,203
759,27,664
900,98,632
997,19,314
634,4,837
440,73,226
748,20,701
213,46,241
630,23,715
484,28,657
526,22,21
305,96,442
787,54,786
801,58,129
919,30,940
430,85,418
21,85,752
287,96,873
859,40,661
935,14,601
801,98,804
729,18,227
31,4,900
905,74,904
870,25,225
57,85,163
639,33,329
274,53,427
891,24,399
822,3,845
275,4,720
469,12,341
565,8,286
962,56,932
262,2,687
310,64,648
103,45,656
59,80,170
106,51,544
839,32,304
742,20,677
475,87,509
792,16,888
418,76,932
142,21,269
235,47,40
745,33,280
935,6,156
749,63,135
467,39,356
837,11,911
487,92,217
21,67,302
771,81,2
645,84,116
238,53,929
82,7,86
917,75,858
102,25,81
124,38,406
321,14,768
186,76,23
817,88,955
388,59,442
526,93,600
963,30,884
52,81,385
784,58,899
538,92,132
5,86,457
658,28,588
825,94,428
120,93,666
830,25,759
678,52,643
482,68,73
94,74,138
670,31,701
551,64,881
484,6,665
449,38,694
386,78,284
509,55,482
734,45,447
894,93,248
386,89,780
901,30,295
465,8,53
479,64,379
676,14,583
78,48,342
580,53,67
248,67,849
848,40,423
815,99,686
951,5,283
771,80,598
161,27,968
99,8,233
810,53,435
327,97,365
529,81,969
822,23,293
951,77,496
577,69,208
903,27,494
763,59,615
516,59,707
389,67,346
584,86,389
27,58,327
221,37,898
859,22,865
152,76,837
256,82,495
760,53,963
388,99,917
171,37,226
348,86,990
797,64,902
564,89,325
606,85,269
514,21,490
3,36,960
473,39,679
11,70,940
335,50,38
734,42,184
593,85,152
271,82,395
740,45,166
140,93,119
104,67,498
805,5,720
608,30,477
42,32,143
154,75,270
775,72,185
407,37,750
134,96,186
3,51,662
122,44,383
34,38,516
777,60,294
215,36,21
365,72,875
977,34,844
208,79,874
712,26,290
479,36,546
209,32,323
179,93,953
106,66,555
90,39,893
897,80,40
429,57,825
402,9,271
788,82,947
678,46,499
63,88,73
683,98,706
566,39,295
63,32,620
418,46,590
892,71,322
896,67,131
253,13,482
823,62,413
814,89,655
353,20,250
736,54,192
46,22,380
293,90,271
366,51,908
189,86,165
914,67,498
761,91,211
363,58,82
884,77,334
625,81,48
951,74,702
96,31,212
920,64,261
878,31,986
828,4,29
588,75,814
302,80,543
254,7,923
957,82,5
271,63,135
487,92,556
107,60,171
986,89,433
841,97,579
330,72,971
852,91,83
808,65,173
631,22,916
818,10,242
26,34,213
10,65,959
274,94,537
435,4,647
503,39,966
417,52,826
542,75,964
553,5,278
431,71,932
704,85,808
123,40,412
638,23,202
198,56,158
419,23,483
185,5,716
849,2,480
127,52,683
536,20,616
398,66,113
254,21,227
710,25,149
102,81,73
801,51,487
391,37,740
188,83,423
828,20,213
874,11,576
466,28,35
945,99,39
434,13,108
429,77,505
879,82,570
283,73,355
570,98,69
986,56,300
459,26,446
891,19,92
146,37,367
695,51,372
170,60,828
286,93,61
945,81,121
196,74,157
584,18,283
507,25,73
715,9,558
59,40,267
380,98,24
857,61,351
506,42,157
202,20,249
479,69,701
547,91,874
925,8,555
104,67,209
37,73,533
7,12,818
90,48,909
972,17,216
42,95,888
283,78,593
842,37,745
678,51,613
937,68,179
752,77,395
768,59,80
693,73,386
359,83,24
597,12,859
47,28,124
61,21,201
510,98,452
345,17,256
341,94,517
59,13,820
712,17,507
345,26,254
74,70,939
413,75,89
312,62,210
335,91,828
495,13,949
853,12,700
496,44,731
86,47,854
238,39,668
745,15,750
652,95,482
525,83,656
460,15,883
4,29,208
888,42,721
817,54,339
678,56,235
272,83,263
760,20,966
268,67,117
90,22,968
907,15,199
833,64,526
926,53,26
375,4,105
732,77,465
319,71,611
9,6,923
778,35,671
509,9,392
315,66,735
552,64,966
832,43,325
274,50,378
202,52,283
178,49,682
224,16,731
698,48,133
693,65,519
994,18,806
624,12,482
218,66,498
744,72,410
106,93,610
828,2,527
339,47,241
27,73,672
521,7,824
168,91,99
296,88,150
135,63,433
611,73,581
754,71,33
6,28,442
61,6,369
295,45,667
967,15,182
221,48,910
456,62,835
680,96,28
712,30,318
739,87,464
90,1,75
598,34,481
87,82,499
29,80,8
492,8,328
908,4,94
709,87,910
95,47,783
526,92,601
150,70,662
476,90,656
134,56,643
719,84,817
697,65,572
302,52,20
966,22,822
891,21,869
838,13,252
503,28,156
295,84,891
598,70,338
77,37,522
390,39,304
194,31,166
363,76,758
206,34,264
476,58,83
693,21,392
487,48,346
727,6,298
865,5,802
346,56,119
347,80,825
556,12,950
218,66,537
461,66,60
916,91,427
316,26,277
726,22,342
77,10,767
830,22,484
102,98,979
400,14,412
873,20,187
632,71,35
852,6,338
169,27,900
328,41,20
401,57,368
876,27,71
601,31,573
363,83,961
659,83,687
918,26,468
630,42,829
971,10,466
839,31,343
546,31,702
708,80,467
182,72,833
445,74,755
944,83,208
341,34,615
696,56,543
547,97,928
758,15,517
931,56,775
612,7,955
954,17,662
12,2,10
195,62,474
35,43,852
409,12,642
998,53,434
961,69,92
274,52,527
24,60,546
653,80,512
593,77,539
664,34,108
507,4,863
967,74,520
149,93,325
548,95,806
140,39,678
110,89,802
703,23,853
141,58,287
345,6,292
522,46,129
210,46,547
458,12,192
469,29,46
648,25,183
140,100,524
446,50,274
678,24,97
229,86,79
738,10,470
883,53,222
314,13,582
142,84,108
377,16,875
993,88,118
325,42,693
38,82,18
787,93,747
179,3,382
147,19,65
213,38,519
705,63,345
780,18,594
543,57,446
905,76,706
638,37,136
863,16,850
780,65,938
988,79,51
338,77,919
906,64,704
3,41,881
772,5,157
309,68,439
80,56,36
153,18,571
708,97,492
516,31,908
275,78,32
711,93,425
514,75,493
292,79,878
774,8,632
365,18,684
826,40,417
218,70,804
543,86,787
410,77,974
706,92,120
416,63,996
497,24,67
501,43,52
307,94,51
52,42,476
60,1,592
56,33,306
660,96,719
717,4,897
446,92,424
951,65,271
746,78,657
457,92,564
722,43,276
129,50,817
175,100,62
161,9,518
984,42,756
555,63,664
569,28,875
898,78,514
358,66,484
260,30,315
587,48,702
187,63,129
831,18,890
897,91,712
891,100,898
525,51,640
789,84,656
157,3,662
46,63,428
336,98,548
395,87,420
67,41,599
624,86,548
440,43,395
874,87,834
246,31,738
789,76,423
768,79,958
58,25,142
157,58,792
746,21,53
644,65,751
735,21,499
414,83,335
432,77,984
333,85,120
580,94,939
561,28,716
899,44,123
419,18,974
163,46,29
204,8,14
370,13,103
303,7,929
346,82,589
947,25,934
866,60,6
850,44,228
610,99,62
364,36,974
296,41,372
882,86,853
90,16,316
312,69,911
902,57,222
925,43,191
367,16,128
472,52,69
781,68,195
741,47,939
866,85,186
586,25,712
643,60,829
154,25,833
259,82,637
587,77,754
284,71,572
876,35,502
374,34,112
908,51,542
267,3,125
337,78,511
67,73,122
538,27,155
827,40,93
897,64,413
426,49,856
810,5,497
834,79,567
902,1,304
278,28,693
844,94,402
902,10,685
446,17,739
914,75,319
397,79,983
596,91,69
731,34,221
678,16,764
422,21,166
736,96,940
48,84,162
517,19,671
308,43,32
24,10,19
718,74,81
771,86,663
394,12,797
276,28,990
230,20,986
133,54,111
469,32,360
191,70,542
276,53,709
58,61,2
70,22,955
996,50,34
124,88,55
947,100,440
616,42,943
994,91,749
371,36,573
162,91,194
90,39,731
591,35,683
8,14,355
928,44,671
14,4,524
271,13,865
903,69,639
875,19,70
183,19,215
234,13,569
653,71,550
542,61,667
171,56,302
564,12,301
828,96,585
501,83,373
147,39,185
183,74,93
287,2,899
458,29,756
28,64,950
421,32,911
845,53,167
771,59,816
503,82,933
755,61,763
284,73,2
770,33,465
810,53,99
435,1,810
121,99,920
60,52,27
311,39,277
616,82,498
471,18,416
270,55,254
819,53,632
211,4,884
575,5,855
747,82,380
833,92,340
793,53,938
762,52,357
977,83,321
618,20,404
795,44,975
962,36,10
583,6,427
321,17,233
245,93,416
497,38,328
745,31,436
499,47,507
142,96,965
185,14,337
955,10,617
581,31,404
876,32,782
477,83,535
308,72,946
373,91,773
230,46,390
100,5,847
269,15,366
35,9,759
252,93,61
948,74,498
8,55,205
241,12,742
109,64,857
76,79,981
684,51,916
247,38,67
463,41,413
617,25,610
662,97,443
189,22,449
995,56,787
423,60,378
133,74,779
457,25,876
368,92,334
284,54,939
820,30,263
43,10,619
464,68,739
873,37,16
604,25,489
102,57,315
549,93,446
277,2,902
102,71,256
9,4,352
419,71,663
578,91,584
535,19,419
443,27,76
883,39,224
470,55,78
283,90,556
990,90,16
503,87,127
571,62,664
255,100,741
364,85,241
16,34,706
829,22,430
971,41,373
687,94,11
970,31,577
978,38,411
117,29,152
111,14,499
248,50,470
262,64,156
777,53,567
250,95,155
196,93,362
125,94,64
732,70,205
707,70,901
570,27,80
53,12,791
507,19,660
106,93,320
983,15,884
875,48,281
367,77,762
67,67,200
539,93,380
941,96,473
676,40,868
805,29,610
856,40,60
528,6,351
823,14,732
620,42,373
401,17,379
991,39,663
314,83,318
417,93,976
751,67,788
436,69,822
14,60,119
796,47,892
440,30,805
129,96,187
346,72,248
526,68,237
38,11,501
685,89,251
305,77,475
773,78,695
349,2,472
773,56,655
868,88,832
639,10,865
658,72,679
889,77,940
804,5,154
35,54,152
910,33,330
119,17,552
985,75,124
142,61,917
563,33,868
757,25,361
200,32,542
583,6,655
274,43,234
660,55,488
1000,67,785
978,40,807
726,96,560
188,42,974
880,64,841
314,77,497
314,91,563
906,100,155
370,59,131
540,57,752
70,92,776
20,11,50
873,23,444
529,20,760
543,76,293
815,38,229
108,5,981
968,74,752
988,58,548
651,78,888
734,95,369
541,91,830
743,1,319
670,1,294
61,71,170
971,9,28
362,46,183
195,77,300
810,2,215
186,79,370
344,10,646
425,44,276
787,99,414
786,71,602
138,35,567
553,2,957
480,8,790
778,100,43
592,37,250
263,70,6
490,67,849
671,18,787
940,13,181
683,7,757
765,39,70
107,86,860
202,89,125
613,36,135
281,95,755
670,8,983
179,38,587
347,29,701
662,29,510
462,74,17
980,4,499
849,52,257
678,21,989
548,59,536
637,51,415
743,31,287
519,6,896
495,56,366
120,86,399
66,48,866
457,7,148
651,49,953
303,92,256
470,47,698
210,99,972
647,53,450
314,99,95
868,21,591
14,58,794
290,63,376
65,77,298
498,99,995
528,67,571
946,57,344
79,95,306
410,39,79
844,83,181
223,63,76
15,34,319
100,100,202
776,34,240
879,97,615
793,47,23
537,58,524
637,50,949
460,58,397
509,16,727
576,47,629
883,56,126
499,26,774
875,76,411
840,18,995
815,74,763
251,52,520
123,83,792
498,68,462
481,8,35
182,40,459
70,3,971
295,98,570
537,55,172
591,63,367
720,8,598
580,96,540
580,25,117
18,54,185
591,68,209
429,40,700
220,30,469
516,88,372
630,51,892
18,85,948
811,27,318
963,10,334
763,39,847
840,74,524
832,98,703
657,32,342
410,50,435
682,86,119
6,64,785
244,4,939
90,68,263
164,48,754
159,52,731
127,15,259
976,32,904
447,89,65
941,66,749
48,37,33
664,92,704
931,87,443
907,3,403
500,45,219
761,59,175
491,57,759
922,63,183
267,58,154
447,47,571
906,25,361
274,35,906
58,67,616
470,44,122
312,72,45
106,41,440
875,100,28
933,16,273
297,43,27
622,3,447
398,1,476
747,4,843
529,21,683
189,94,599
560,39,11
963,86,690
772,17,388
833,96,785
223,71,942
312,77,165
226,71,153
56,97,340
946,44,47
87,46,606
846,62,419
335,92,653
477,42,522
196,27,323
817,40,294
135,14,603
178,46,26
899,53,915
724,57,149
657,90,543
205,84,784
356,16,241
289,72,229
203,34,179
44,58,427
713,86,819
906,36,113
87,96,216
921,42,395
772,31,617
681,68,762
461,100,692
673,73,546
266,27,264
327,66,568
237,16,797
778,79,476
862,11,328
814,44,203
507,88,820
473,4,731
612,44,884
451,1,833
986,35,559
754,95,113
654,4,426
327,20,643
484,12,791
722,30,436
771,42,548
788,5,72
342,83,227
485,74,750
273,2,987
205,28,783
878,97,824
955,89,534
71,22,442
707,93,609
790,60,790
99,41,351
940,51,646
518,55,504
695,3,367
100,41,106
849,26,515
459,8,87
677,79,44
956,34,5
579,39,857
802,62,351
676,55,620
656,37,936
625,84,665
295,6,120
911,18,766
518,68,377
330,72,223
829,72,715
338,48,139
76,18,341
907,24,507
962,99,830
494,76,917
522,77,2
700,97,423
466,41,746
849,4,951
399,7,342
483,28,545
711,39,953
221,15,776
333,52,429
759,33,237
298,14,735
971,36,961
978,5,992
443,69,468
48,23,770
775,63,219
967,57,999
132,43,4
486,44,201
216,92,938
99,27,259
262,21,216
269,84,265
444,33,85
86,90,570
911,69,673
446,31,625
86,57,105
68,5,346
206,45,733
182,40,112
652,17,171
502,75,639
152,58,182
636,20,845
465,78,943
103,4,775
698,27,350
790,64,54
177,18,331
8,48,853
203,23,981
590,20,667
883,93,987
308,92,610
930,27,633
521,4,646
486,27,146
832,13,657
450,88,806
340,17,143
913,39,985
893,19,704
567,41,547
969,80,192
751,58,402
852,36,140
294,94,150
27,91,29
348,79,592
565,5,699
455,87,646
514,25,306
356,24,825
901,92,560
163,15,355
944,60,768
483,41,941
775,37,246
291,48,207
859,10,159
884,31,414
601,83,595
275,4,674
69,47,624
219,36,372
150,35,793
970,65,465
372,60,517
732,1,748
561,68,721
155,86,315
647,88,79
204,81,651
970,98,932
619,82,470
259,33,473
167,99,250
279,62,827
819,69,362
257,36,749
238,81,162
248,52,560
759,80,230
184,25,856
288,65,271
804,96,408
13,60,906
862,43,170
368,83,576
873,98,423
887,25,805
886,96,336
943,100,800
618,44,232
638,70,826
389,58,414
208,13,451
122,17,904
631,83,941
234,85,679
590,47,938
388,35,122
335,30,952
22,85,557
189,34,525
559,18,529
400,63,112
634,18,549
951,66,264
219,17,486
920,97,458
758,4,938
535,3,849
13,100,972
242,48,797
274,93,970
606,87,791
536,51,920
964,51,752
180,10,984
124,8,387
384,63,304
836,10,976
27,92,533
992,69,226
518,61,126
310,9,296
595,62,229
525,60,870
678,73,42
221,65,60
33,30,944
533,45,265
396,40,710
706,73,11
270,97,608
705,51,883
556,9,19
751,69,232
633,65,97
601,51,528
951,39,209
901,61,983
517,56,672
412,63,362
264,51,823
409,4,781
132,54,644
824,80,712
589,18,644
796,94,874
148,60,25
816,68,668
560,64,437
797,7,678
176,53,139
40,98,575
585,44,869
542,2,329
253,23,846
524,21,608
422,4,151
162,8,654
691,6,352
617,79,684
977,8,767
855,35,386
764,17,663
25,29,195
246,97,254
301,72,712
265,26,6
251,19,363
826,57,676
864,9,802
15,25,24
277,27,120
201,45,466
781,10,175
458,76,899
684,24,276
526,1,494
627,91,508
732,98,594
888,38,681
380,93,610
548,10,379
18,36,784
373,38,469
323,75,972
235,84,572
229,91,982
620,1,192
876,79,252
940,20,952
860,4,553
137,50,452
356,12,832
305,87,35
257,70,486
837,61,456
426,81,63
93,99,703
23,49,593
295,39,805
627,68,107
14,35,867
977,48,438
163,45,540
11,90,658
495,51,103
131,89,4
618,24,855
928,98,309
595,94,804
367,13,825
139,16,872
334,3,577
67,58,427
44,55,372
785,38,901
689,80,838
665,80,21
574,57,387
462,57,895
586,75,603
237,59,963
940,41,183
954,38,982
482,51,364
572,84,751
662,14,227
764,75,442
483,69,22
898,12,949
658,4,526
705,58,116
546,14,781
67,54,672
58,29,509
819,62,361
458,89,405
612,98,442
382,38,404
206,78,810
614,63,62
570,68,899
560,61,103
642,35,74
720,3,461
163,48,399
189,100,289
977,58,120
742,6,452
466,77,136
483,2,204
301,66,780
587,33,261
939,89,566
967,11,129
238,35,556
508,7,106
162,31,676
920,63,504
114,2,936
701,23,238
714,67,420
708,1,394
891,63,623
88,18,55
304,100,217
807,40,980
513,90,234
778,81,635
821,13,821
352,11,44
665,83,213
956,21,596
269,18,273
604,27,507
262,87,42
943,54,654
161,73,101
983,13,884
220,50,676
975,11,788
97,29,382
574,59,19
363,22,668
257,90,354
176,99,360
173,97,767
173,25,133
277,42,674
976,6,686
105,49,992
877,99,757
168,70,875
592,13,290
665,79,811
381,59,753
134,19,327
443,49,35
644,28,426
12,9,908
149,18,107
429,86,867
407,34,34
584,28,608
1000,11,533
459,15,781
909,18,700
542,9,258
442,94,155
306,64,235
204,40,523
731,56,745
920,81,864
313,36,101
366,82,842
424,68,93
474,5,430
420,37,564
754,91,17
661,43,930
963,49,30
541,24,961
265,94,561
545,24,563
170,83,739
977,22,533
494,99,455
844,9,987
675,93,843
426,99,151
448,31,697
663,31,576
642,23,973
461,81,740
303,69,78
737,7,197
325,46,247
348,89,571
26,56,795
212,9,244
263,10,200
849,77,585
74,9,136
969,32,63
422,17,615
269,37,232
123,41,159
844,31,410
552,57,233
865,12,127
453,31,256
382,69,478
232,30,476
974,42,872
275,38,764
284,29,604
503,65,818
417,74,828
683,73,271
367,52,467
629,66,184
339,76,170
912,47,961
524,59,602
473,37,655
536,64,569
545,44,519
400,38,17
407,33,557
701,7,718
96,78,117
186,3,12
959,20,489
915,40,191
857,49,284
45,30,688
230,67,505
71,42,637
219,32,43
449,6,597
668,4,369
778,23,406
896,17,96
627,79,795
728,1,808
599,50,711
864,82,434
10,98,579
375,29,220
17,31,738
418,12,805
835,35,466
897,20,943
468,59,683
665,68,6
328,33,782
230,30,203
105,26,337
571,100,842
164,35,21
452,86,998
481,7,23
