a,b,c
940,91,307
404,76,606
731,81,984
404,99,579
677,22,274
692,9,690
659,61,247
807,71,724
792,19,268
60,86,284
223,29,559
940,67,598
144,17,449
660,7,715
797,72,463
153,36,227
930,85,133
725,78,611
718,56,416
70,5,638
823,83,150
210,36,425
395,55,956
883,71,98
777,22,854
379,29,88
935,97,490
200,75,358
641,42,13
42,18,236
220,90,622
743,60,745
568,75,985
22,21,828
132,97,102
241,35,258
617,72,848
603,4,514
255,94,139
905,93,768
602,36,169
185,43,42
911,92,657
474,31,524
394,19,722
618,59,915
561,41,168
673,40,746
700,53,302
650,43,57
93,45,290
409,10,483
641,31,129
435,82,277
708,41,111
174,1,676
289,81,816
479,59,402
451,27,999
653,12,777
837,83,155
651,87,641
957,10,504
689,34,461
1000,78,603
645,38,842
835,88,768
451,83,952
658,6,925
544,69,814
8,57,756
959,27,918
385,63,396
321,81,172
660,90,139
570,27,367
785,96,322
180,78,963
202,19,251
625,73,971
744,39,539
975,54,652
522,10,323
348,31,119
372,69,37
715,73,6
982,70,917
412,31,144
16,65,758
932,72,332
128,74,460
63,84,332
83,12,198
746,46,143
699,55,717
951,96,13
557,91,949
322,91,756
752,82,667
328,55,656
484,100,862
904,72,166
198,92,350
166,83,96
418,76,227
234,78,250
134,30,833
776,84,22
505,95,228
788,54,135
190,52,991
763,40,787
493,37,373
253,27,60
602,17,311
712,42,182
951,87,536
423,81,84
246,69,23
98,22,544
282,6,935
472,59,881
63,77,163
95,11,908
657,74,554
866,66,301
401,88,888
843,100,849
173,86,359
345,13,252
73,37,674
771,57,295
255,66,679
142,70,920
470,36,985
302,62,369
244,89,744
931,74,140
382,91,189
514,51,502
318,35,385
650,100,103
380,41,852
748,50,563
665,25,223
796,75,106
573,21,227
802,21,849
179,9,404
15,2,904
454,20,699
735,52,134
529,86,524
320,55,221
402,84,141
300,14,527
541,39,169
258,5,193
707,10,734
750,83,982
587,52,786
897,14,367
49,41,59
173,74,747
292,28,922
651,90,394
829,64,155
194,16,756
254,50,241
784,82,415
331,74,577
493,13,694
382,88,244
676,3,981
895,57,490
75,46,540
372,98,33
546,61,315
847,87,872
111,96,131
185,46,912
700,34,619
266,30,698
420,81,610
521,62,849
517,46,603
380,9,225
718,50,861
666,11,319
366,84,583
574,34,292
232,12,743
121,15,376
908,80,788
688,47,631
493,1,754
471,33,579
460,47,6
423,91,390
776,38,82
138,66,944
955,83,561
578,91,15
57,27,375
304,47,949
293,92,634
260,61,13
649,88,830
742,7,424
16,22,695
662,44,669
176,11,306
284,64,896
359,84,343
18,78,983
28,13,501
947,56,623
591,67,504
441,35,93
52,15,700
875,84,605
151,54,671
249,51,249
523,2,135
799,76,774
537,51,359
521,92,751
97,90,352
539,9,420
691,35,688
776,68,703
229,94,295
439,96,424
426,86,444
475,55,852
746,70,263
857,30,954
606,23,469
72,94,517
6,57,387
708,33,501
161,54,424
672,26,894
24,55,483
887,2,955
768,69,629
823,97,249
757,98,711
321,31,9
74,75,65
47,81,510
218,65,265
970,3,191
534,65,649
465,21,305
11,91,402
810,2,652
429,58,998
42,20,188
582,67,162
953,4,634
129,79,554
791,51,985
357,56,240
686,76,676
572,37,608
669,58,595
965,69,592
921,24,219
979,47,871
571,8,858
123,29,613
20,20,908
399,21,980
443,9,629
395,97,643
458,51,61
454,35,451
56,4,164
686,52,64
862,61,912
547,14,365
374,53,165
747,25,939
936,9,443
790,9,882
412,77,398
481,75,122
617,34,101
197,76,315
573,37,37
513,42,173
772,95,870
952,41,108
384,95,232
269,3,158
696,100,484
446,47,302
133,30,64
213,73,425
803,55,420
996,99,427
794,28,160
577,80,773
722,89,370
955,28,624
13,32,57
780,66,402
398,10,444
430,59,195
451,72,810
558,41,972
188,3,673
262,32,348
461,92,228
857,4,777
870,88,232
206,48,2
438,74,351
836,42,877
626,93,312
999,78,226
903,54,152
30,13,590
407,82,457
702,98,207
482,37,771
417,69,722
981,66,678
369,53,900
794,37,881
949,84,222
801,92,873
531,79,9
467,35,631
866,9,876
804,95,65
763,3,283
853,34,748
828,66,853
171,47,33
146,71,764
93,86,35
839,42,700
28,94,76
610,92,291
638,85,338
699,49,929
333,3,926
408,70,752
48,95,706
494,88,779
640,11,319
265,22,56
980,16,173
185,53,77
654,55,28
287,27,649
377,34,903
697,19,401
505,59,524
515,56,237
747,59,687
687,18,439
720,16,658
839,96,256
547,82,563
579,85,478
675,48,56
840,8,695
181,6,410
939,99,99
662,78,545
446,43,794
619,94,656
624,99,616
971,80,342
636,100,21
95,32,625
318,39,486
397,79,419
678,36,766
335,94,984
900,71,681
37,53,130
988,86,643
641,52,948
886,34,426
271,1,906
365,94,987
434,26,235
379,72,957
575,81,898
341,39,546
284,30,615
420,70,463
525,40,31
878,31,636
960,11,198
837,9,21
277,22,742
85,52,143
101,90,503
431,6,476
140,89,246
802,99,687
19,8,285
566,72,565
151,13,914
507,21,14
82,17,732
42,11,801
335,69,897
854,22,383
312,17,522
455,40,871
605,94,838
976,14,532
83,96,162
574,83,99
677,24,246
662,9,878
379,71,191
953,97,46
196,10,82
500,81,506
144,48,275
318,96,31
430,93,885
675,36,678
115,18,583
80,71,811
393,86,319
977,51,305
836,85,592
941,40,671
588,41,405
776,38,157
447,52,644
490,1,64
408,17,75
921,41,972
3,61,129
539,5,200
313,35,858
808,13,630
847,31,66
756,47,815
341,24,902
182,55,932
130,51,340
135,91,830
782,65,832
335,3,789
276,85,429
301,95,705
473,34,225
547,78,891
889,39,589
126,49,987
839,19,147
249,38,231
498,89,166
714,5,471
33,41,356
831,49,246
977,92,146
947,41,759
802,68,59
961,24,235
900,41,565
519,25,28
690,91,481
874,69,142
35,57,897
866,27,332
377,88,1000
881,57,559
814,58,767
853,67,533
665,58,45
115,36,888
89,11,441
671,46,883
185,90,293
888,38,566
830,23,783
437,1,200
517,76,414
68,99,849
167,23,708
36,68,646
48,92,466
476,22,82
214,81,337
710,99,503
178,4,801
238,12,441
392,31,295
226,74,972
824,52,943
89,15,223
422,56,995
439,45,418
68,18,193
332,47,669
928,58,379
507,64,252
832,12,90
412,26,556
511,57,892
281,83,241
339,72,237
524,25,580
575,25,302
659,15,842
439,69,873
983,4,996
19,96,524
242,69,557
880,44,691
768,20,500
250,78,512
762,82,827
351,74,571
8,16,109
610,75,523
836,31,809
497,2,908
847,71,830
526,73,914
418,72,510
759,59,410
250,25,208
827,30,605
167,43,469
809,57,605
2,70,244
348,34,914
238,41,250
978,86,455
295,96,885
445,19,214
458,34,784
166,28,707
416,15,322
211,82,970
187,61,559
821,70,519
305,42,937
837,49,252
174,9,177
935,66,687
28,79,118
37,9,386
470,91,979
778,29,808
507,13,508
863,74,765
469,49,229
27,90,434
587,88,213
55,45,593
715,15,940
165,62,655
648,33,149
787,84,549
67,38,683
357,29,387
325,80,99
113,12,554
286,61,740
913,7,369
403,97,879
808,66,219
824,28,590
23,78,224
338,15,43
457,4,346
577,50,271
73,91,418
404,62,429
269,1,784
23,31,882
68,34,1000
67,58,922
931,34,800
861,54,260
549,80,167
858,58,680
8,66,586
31,73,968
366,84,868
426,15,46
623,55,795
615,11,238
929,30,442
220,82,607
474,63,769
719,23,207
554,48,169
121,26,360
312,50,223
107,90,74
126,74,814
715,14,118
119,75,626
515,72,766
65,38,640
927,1,382
151,55,507
850,66,632
613,88,515
856,84,733
188,26,802
38,53,407
987,7,846
956,62,129
878,51,722
951,50,329
392,61,582
339,71,913
454,49,362
233,9,90
236,8,393
667,70,473
403,94,10
705,41,22
785,70,221
281,94,694
483,21,920
175,5,422
755,87,10
718,65,796
768,11,57
530,91,984
726,77,406
295,46,626
148,83,719
564,34,882
754,14,566
726,72,712
47,2,395
935,85,900
372,29,140
165,40,69
762,19,299
542,45,811
676,41,646
675,43,122
841,52,195
53,22,135
536,24,284
309,11,47
748,76,133
314,58,813
644,27,777
401,88,718
694,27,761
732,84,565
199,78,113
288,40,409
464,54,78
511,92,347
565,21,881
101,28,817
623,87,624
77,56,607
176,30,650
608,87,402
366,23,960
657,2,703
276,44,727
608,23,162
905,31,710
179,2,275
759,74,400
70,79,156
449,90,899
768,73,786
41,54,783
499,40,675
470,60,389
86,85,215
755,82,504
720,42,348
655,3,488
880,75,347
255,84,88
126,1,630
824,29,249
859,7,314
608,87,345
330,10,166
336,6,13
68,33,742
776,92,691
337,26,936
849,57,722
842,2,28
434,58,886
593,77,631
47,21,589
32,9,639
31,91,793
10,83,535
788,32,644
943,5,938
562,51,654
365,91,657
81,34,135
106,18,81
476,28,678
474,88,142
204,35,14
64,10,27
176,8,860
144,52,367
3,14,901
719,91,648
991,83,639
88,56,670
230,85,465
437,79,379
846,89,390
590,18,216
347,21,295
57,21,184
292,97,690
188,52,832
787,98,480
781,59,893
150,66,455
274,62,13
371,11,42
191,96,854
907,78,944
813,25,126
143,74,695
128,94,467
674,11,83
31,91,906
525,10,390
686,94,342
394,18,210
533,67,304
61,35,631
247,14,743
399,52,814
602,8,984
887,94,122
150,67,585
821,69,875
49,83,277
177,85,969
333,82,882
726,70,168
737,78,754
400,12,397
175,35,364
753,34,739
609,51,996
561,27,184
773,86,571
625,65,289
628,43,200
599,33,622
300,21,399
358,61,954
583,82,796
907,92,128
441,83,435
726,40,998
652,21,113
375,68,243
769,42,349
904,64,593
70,70,355
817,34,199
29,13,562
470,71,460
44,82,416
679,19,933
593,89,295
76,21,565
947,8,714
144,25,936
649,24,604
725,49,303
343,9,885
692,85,909
564,23,116
539,44,402
552,2,496
627,34,11
157,70,83
420,45,671
521,37,465
701,36,72
476,71,711
415,14,483
744,33,451
186,2,439
48,33,970
365,29,892
572,81,920
563,73,829
293,51,388
384,30,220
253,73,717
472,98,732
639,83,899
4,15,48
959,76,858
871,46,349
642,95,829
859,48,866
479,34,408
939,83,37
47,97,959
985,75,715
140,66,352
602,82,213
496,2,212
420,83,184
285,68,131
641,52,509
48,59,44
514,68,825
350,9,871
577,89,301
111,28,143
566,11,744
666,100,426
350,63,78
168,54,533
635,62,957
821,53,521
325,3,212
43,48,858
751,59,778
477,21,982
245,10,620
497,63,434
699,80,620
696,80,22
570,62,184
383,66,119
94,32,64
677,82,431
770,50,818
183,68,472
130,12,704
60,35,864
262,39,224
253,22,416
972,46,584
400,88,594
909,64,781
299,76,513
480,99,725
343,2,990
1000,36,8
802,11,467
59,86,735
200,91,802
187,88,731
949,31,93
791,43,153
14,4,358
14,82,576
494,20,76
198,9,192
716,7,394
437,68,197
522,64,472
257,13,904
912,12,144
929,3,159
738,81,126
618,73,111
145,100,291
770,11,906
854,1,981
939,60,880
569,18,40
669,24,762
633,55,10
908,63,475
844,75,987
151,21,51
376,27,845
452,36,664
712,91,958
816,11,151
7,70,425
432,52,458
339,99,256
697,46,737
436,75,546
185,17,6
838,66,389
102,78,34
282,42,241
788,49,790
876,77,595
192,2,427
430,81,691
597,52,862
878,63,782
775,34,742
802,87,635
572,42,52
463,69,262
644,56,10
968,71,414
735,64,779
83,53,701
540,25,280
783,35,821
532,77,413
396,93,801
611,84,129
949,32,309
935,77,569
836,61,251
595,83,489
935,59,764
207,75,81
441,79,50
279,60,734
259,60,253
56,27,383
792,72,650
455,69,252
295,31,765
157,15,313
128,38,943
220,13,876
302,53,885
75,23,953
875,33,16
462,13,302
146,51,136
794,57,398
583,57,411
622,66,869
219,3,423
338,46,485
671,6,758
391,79,320
426,57,81
395,62,424
821,99,52
945,87,694
238,78,890
476,33,15
994,13,73
610,19,66
729,7,902
673,31,718
694,38,122
227,37,345
101,55,759
980,53,572
536,2,743
983,96,24
584,31,537
724,81,338
899,16,545
437,70,479
166,95,145
969,16,932
359,88,756
735,8,132
40,63,953
425,38,767
761,66,517
975,49,778
247,6,759
779,56,832
387,42,347
107,40,36
236,8,540
790,21,450
419,29,297
877,71,635
864,10,588
921,20,724
870,24,336
982,41,910
893,6,56
97,53,273
411,51,892
442,16,502
982,34,833
399,17,958
934,56,130
633,100,913
355,26,988
48,47,489
416,66,233
410,61,43
148,93,757
334,61,204
397,59,775
748,78,326
590,90,303
851,50,420
451,71,703
639,75,346
743,40,164
672,84,647
319,48,747
583,99,363
522,82,667
480,84,652
845,41,846
94,57,104
661,42,108
744,73,375
981,42,294
348,15,87
715,77,783
548,69,704
583,39,53
700,11,80
915,68,166
990,47,607
923,1,489
804,37,943
808,52,190
31,97,879
408,97,874
881,27,506
533,40,651
704,49,125
767,34,365
525,54,313
943,23,45
578,43,891
984,76,780
150,33,235
406,95,371
741,26,302
888,93,835
774,15,659
58,36,179
466,71,607
29,87,341
250,31,138
402,26,792
66,30,37
765,51,205
674,67,299
442,33,58
791,35,320
807,58,357
600,83,262
865,83,851
441,48,375
713,80,958
312,97,995
506,22,801
921,57,897
535,84,669
679,1,381
448,31,956
682,58,331
907,53,122
382,77,307
231,39,468
942,2,888
398,48,719
684,66,432
674,96,163
654,85,661
746,10,389
676,29,169
727,17,570
387,95,884
627,72,275
412,23,73
508,35,449
890,82,353
238,7,69
840,82,33
795,74,767
730,76,405
521,21,883
789,50,707
344,21,703
872,84,645
600,55,40
46,61,936
36,43,181
476,19,57
87,78,428
796,89,636
210,44,1
929,41,46
324,80,361
56,56,158
820,56,544
943,29,326
936,89,240
978,4,532
753,12,220
803,81,280
837,38,646
137,25,52
132,8,169
528,12,466
939,89,248
231,97,340
523,82,70
843,81,174
416,56,707
332,8,884
428,66,574
39,80,643
893,41,548
945,73,412
450,15,666
229,11,984
668,19,348
349,8,77
555,81,163
864,25,434
27,32,193
259,47,313
201,28,844
176,38,626
618,70,748
401,95,542
577,88,937
182,87,190
234,58,336
925,41,680
590,2,781
224,26,945
166,4,548
353,2,349
584,11,389
37,54,332
541,21,621
712,43,24
334,82,806
941,43,977
309,62,793
107,1,949
880,69,336
897,23,938
220,89,169
320,19,626
963,11,890
290,98,45
587,45,678
611,30,595
4,8,414
297,3,823
285,47,730
96,80,535
16,9,797
203,28,509
136,100,351
141,58,602
318,89,263
868,59,347
614,97,655
41,32,373
827,95,582
142,76,471
519,76,756
735,10,12
981,97,412
680,19,988
707,93,781
510,51,234
971,39,853
640,17,597
80,72,942
462,29,53
77,99,687
551,93,352
477,77,908
955,76,849
456,42,582
478,98,583
973,98,866
634,34,40
521,61,693
275,47,997
133,2,150
145,76,509
880,6,824
323,66,537
27,42,833
532,26,178
447,84,894
786,67,166
816,7,315
499,74,764
815,7,681
138,45,115
191,52,785
924,56,933
401,77,151
834,66,47
326,6,99
9,82,767
442,83,127
833,66,972
71,59,902
772,71,104
155,69,369
268,53,908
804,26,773
631,86,678
855,90,191
805,84,554
832,10,157
678,43,584
97,37,328
283,71,427
846,21,840
488,3,766
739,65,966
655,37,539
51,91,284
204,75,176
512,58,838
525,24,553
820,55,852
735,60,160
736,55,92
992,63,816
141,72,46
229,68,296
145,94,494
337,74,19
671,51,57
745,25,397
760,84,412
252,83,844
699,90,755
173,6,236
634,20,603
44,60,204
286,41,120
412,56,345
384,62,440
150,67,872
21,54,708
636,77,139
259,92,888
716,92,331
618,12,49
852,40,133
770,40,947
810,92,35
781,59,409
658,92,404
161,47,387
545,91,130
322,63,186
341,93,779
224,31,858
401,63,655
543,35,108
728,94,524
482,32,111
831,73,164
341,26,92
789,49,125
20,94,909
613,14,671
550,65,970
695,41,218
299,10,573
644,91,770
153,81,855
900,28,955
810,25,321
125,46,674
411,25,404
767,75,250
637,54,541
838,94,684
396,74,259
949,78,204
761,23,159
59,90,222
25,96,392
885,39,553
916,38,13
184,41,150
157,8,225
889,62,713
364,26,754
46,97,798
217,9,459
965,24,857
268,9,838
723,88,67
672,8,15
204,19,283
532,39,161
350,56,807
393,73,972
258,76,858
346,57,887
971,55,25
585,27,151
868,41,388
65,53,867
233,78,763
398,3,689
930,33,207
606,96,591
357,78,463
827,18,88
153,2,513
6,26,810
301,22,510
585,7,347
936,99,858
889,3,488
558,98,477
166,8,109
424,54,542
233,73,689
118,8,534
740,85,196
121,97,622
118,73,508
861,36,160
377,13,411
266,43,160
324,27,893
733,7,679
991,69,674
457,87,383
587,82,791
455,82,768
906,99,622
868,18,996
668,90,26
259,99,800
988,83,134
720,36,635
472,18,990
870,83,809
661,35,878
231,44,900
337,55,592
578,50,245
634,82,993
856,1,315
879,69,836
245,27,11
931,76,473
406,48,748
360,88,251
111,4,525
876,6,472
80,14,78
2,10,944
615,26,679
705,84,722
739,14,355
204,5,867
386,72,995
256,95,839
240,12,362
877,7,454
285,67,705
54,94,836
9,64,389
767,89,779
165,98,279
767,13,67
31,59,35
372,75,444
61,84,512
731,49,136
325,20,88
181,13,397
208,68,250
174,94,765
366,46,328
416,68,242
412,39,562
124,57,112
419,58,524
407,20,519
41,27,182
200,71,123
948,87,938
617,41,398
241,54,275
502,13,704
326,80,637
93,34,937
147,30,230
433,64,370
521,53,461
296,76,494
850,98,521
476,15,43
580,50,282
745,65,770
384,77,851
706,32,561
237,62,553
297,83,227
503,58,627
677,98,861
762,90,770
430,69,855
287,100,480
436,91,843
469,81,833
442,10,29
859,93,279
768,21,883
815,30,24
374,2,87
331,38,279
533,77,475
421,11,198
198,91,888
111,94,193
128,63,968
630,72,277
190,16,807
195,53,904
294,14,316
672,38,372
211,75,386
889,31,214
48,22,318
864,78,284
709,85,924
871,79,460
1,61,488
634,61,548
700,30,492
776,95,71
629,85,124
913,27,249
79,12,90
37,63,701
217,59,88
417,48,319
526,40,81
800,4,974
829,6,622
339,21,671
142,16,185
191,27,632
369,26,712
998,9,974
640,98,264
905,15,193
174,91,692
34,39,405
457,24,288
627,8,222
774,59,407
578,95,606
618,76,928
618,49,9
299,64,174
355,97,939
65,26,144
10,7,259
404,83,367
102,37,75
395,89,196
251,45,545
600,4,885
600,95,637
720,87,904
508,84,276
448,41,675
882,1,983
828,51,931
19,83,544
676,30,214
195,73,269
168,75,695
510,33,191
946,85,439
899,78,118
826,36,496
846,89,330
365,93,700
952,97,243
606,66,320
379,9,953
124,76,954
923,7,330
714,46,180
325,80,552
374,20,654
96,37,924
328,32,810
752,37,722
756,50,805
311,3,894
968,24,226
351,50,623
217,34,398
162,41,398
946,28,940
914,81,627
99,31,476
92,33,258
878,52,367
10,3,507
476,97,248
421,14,526
804,1,832
221,65,831
453,56,775
753,35,676
17,39,991
508,55,573
305,59,661
937,62,867
66,82,270
40,62,730
169,92,326
957,56,897
840,42,319
996,92,927
74,15,595
82,91,871
750,53,244
766,79,164
921,22,565
420,52,390
605,58,831
266,72,932
979,97,927
180,7,702
654,49,912
983,5,287
215,70,662
577,69,203
152,50,5
709,70,818
928,96,605
184,36,154
270,94,446
238,84,933
530,4,606
247,11,330
142,74,714
681,88,926
167,26,339
536,100,635
742,78,311
381,34,604
144,70,610
952,23,168
846,20,250
419,62,167
328,21,329
524,33,18
361,14,91
504,100,870
1000,3,12
609,1,853
691,35,744
706,19,572
351,25,65
433,96,119
945,79,595
147,79,876
742,13,507
138,49,843
265,53,952
543,77,696
62,51,900
76,33,263
177,66,903
249,100,793
472,13,7
380,57,263
848,66,269
13,33,414
339,73,873
237,78,264
45,49,288
28,42,930
480,36,238
578,80,159
719,73,901
962,16,561
728,32,580
712,74,267
221,25,542
116,30,628
930,57,192
112,55,283
762,18,483
528,49,397
339,77,798
602,94,791
95,96,225
683,95,173
157,66,69
45,7,470
896,21,877
385,82,180
909,41,269
667,83,934
87,96,542
391,10,900
244,64,618
885,51,727
133,7,486
9,46,243
182,16,276
834,35,472
897,72,387
584,17,566
996,53,15
30,14,996
919,7,746
191,87,41
972,94,227
378,70,107
644,7,639
136,3,959
711,60,620
333,97,681
900,92,484
234,95,135
162,74,312
549,85,722
101,8,463
171,35,887
788,79,22
838,98,235
884,35,543
209,88,933
345,98,903
325,84,217
101,86,818
438,44,765
818,64,200
448,53,459
977,88,420
241,7,155
646,91,989
613,73,346
362,54,142
599,34,332
820,79,944
432,13,943
449,40,782
594,88,577
330,98,358
722,4,422
769,32,850
516,57,442
831,70,876
13,96,787
849,89,321
367,62,638
622,57,447
853,15,814
795,54,482
971,83,148
487,33,778
573,17,135
142,48,588
688,27,775
951,92,601
920,72,179
466,11,896
934,18,162
799,40,96
530,3,249
451,95,695
186,11,555
332,80,991
407,77,233
127,35,1000
172,89,107
199,59,357
247,29,348
660,77,55
989,84,804
262,64,86
200,7,97
353,28,273
125,2,795
674,10,614
222,77,60
875,55,153
772,89,7
280,9,169
20,47,171
432,62,219
384,15,934
199,51,304
61,18,165
875,48,64
276,24,329
249,74,865
348,35,727
493,19,482
511,91,298
759,78,67
606,7,732
354,78,859
299,78,548
294,4,806
926,67,709
603,93,396
288,69,720
772,61,94
923,60,295
56,13,500
461,54,37
422,98,702
84,3,542
601,12,16
747,11,925
84,20,583
269,4,741
379,12,106
564,18,153
997,96,504
669,21,644
600,36,842
347,92,220
17,95,96
232,29,4
613,71,749
847,36,792
71,80,893
437,25,169
194,36,103
858,90,988
162,45,584
865,89,271
491,34,811
215,19,295
432,23,552
57,44,108
537,71,899
595,72,272
24,34,40
901,85,188
970,60,298
663,37,80
564,22,989
407,89,706
419,40,221
34,69,666
923,7,144
655,2,918
628,6,640
559,66,16
223,64,979
845,29,988
659,92,227
68,68,328
845,14,586
995,100,506
430,98,319
158,92,885
768,97,68
846,64,98
871,50,705
398,80,191
629,47,897
421,63,760
323,84,985
44,16,250
639,25,999
765,54,175
241,69,241
628,53,837
880,85,829
262,66,542
831,72,942
865,75,410
194,61,336
164,17,598
726,24,914
755,9,221
680,23,740
554,48,875
780,18,316
678,52,309
603,30,976
437,81,736
804,51,748
934,90,656
566,34,666
118,17,292
386,77,326
74,69,802
530,69,450
643,46,185
341,4,789
122,36,412
520,67,60
612,17,93
181,32,687
128,78,473
775,69,698
800,9,449
211,81,397
552,24,146
353,56,47
112,89,898
766,15,981
292,14,821
27,50,37
225,80,843
173,65,209
902,32,346
225,83,300
981,96,336
974,78,234
83,45,811
760,64,27
479,55,156
279,73,88
462,19,309
518,84,770
959,55,569
451,51,7
959,18,438
134,99,881
442,63,63
866,85,853
898,38,651
635,72,641
181,52,279
370,34,613
943,81,210
762,93,330
89,86,556
866,4,891
678,4,25
858,26,544
568,37,266
570,52,228
388,82,457
984,68,647
984,34,736
939,50,713
299,55,150
426,15,788
209,34,413
789,16,550
652,62,264
545,49,583
782,6,825
107,2,538
915,1,335
261,26,20
709,40,426
162,75,45
13,35,933
284,7,560
820,66,114
154,69,400
246,73,904
677,78,188
180,26,198
834,16,910
271,58,357
501,89,874
166,60,858
700,40,660
308,15,815
708,75,408
74,1,266
550,69,74
946,8,602
658,28,468
125,58,751
35,60,420
833,81,721
695,100,135
718,58,669
923,19,585
205,94,84
160,61,180
930,62,991
568,63,888
544,48,23
184,47,817
208,64,216
470,87,21
701,66,888
525,51,805
493,53,401
381,90,180
482,77,59
875,36,303
48,33,288
472,92,536
152,74,384
712,29,933
398,16,181
323,46,654
261,42,226
995,36,578
195,90,225
766,25,248
156,72,478
2,42,511
807,27,245
467,88,67
216,58,689
676,17,381
741,34,672
126,58,28
577,39,178
661,78,967
749,63,384
151,12,619
154,11,106
577,72,363
247,83,168
12,56,297
482,46,272
504,4,891
501,68,675
570,8,170
112,87,587
350,12,612
914,3,891
772,60,297
271,55,863
602,22,84
963,78,987
159,47,766
328,94,319
952,16,841
637,40,127
953,97,112
955,70,798
533,38,833
454,72,660
744,23,432
69,60,34
533,17,416
722,12,863
926,56,121
393,2,305
63,62,852
480,21,698
341,58,147
460,85,123
444,99,958
41,86,681
103,56,698
446,99,263
578,11,843
267,91,816
351,12,878
441,61,885
977,90,612
142,89,155
630,75,742
413,76,793
937,31,284
785,32,121
130,22,269
281,41,18
844,20,7
197,84,669
779,64,99
451,3,412
274,84,718
973,38,874
60,26,532
418,83,171
131,11,664
607,19,230
769,4,201
94,52,125
916,60,349
896,53,891
744,27,351
913,93,984
438,39,711
135,44,891
449,55,414
709,75,111
204,94,87
97,28,396
43,45,250
278,67,469
654,62,1000
195,76,480
985,82,855
390,16,342
461,32,597
88,85,20
748,4,183
370,68,150
384,21,813
259,41,123
603,63,265
638,74,215
263,11,161
162,58,38
864,19,820
332,5,571
424,56,397
922,73,395
116,81,272
800,9,995
942,49,683
932,10,300
159,86,374
752,57,647
632,82,38
178,14,376
165,18,56
386,27,21
440,56,53
429,9,293
570,6,924
225,43,277
557,86,35
874,8,386
469,95,623
502,97,641
164,34,451
200,29,546
468,20,426
682,24,213
363,62,287
850,36,421
111,19,805
839,93,868
60,82,835
420,21,842
535,81,256
428,61,355
228,86,277
407,89,175
676,16,879
530,56,48
574,92,49
726,21,414
118,48,246
483,30,839
780,11,444
235,76,511
766,60,690
589,29,898
545,58,76
107,7,724
827,18,425
408,59,43
421,17,642
459,95,952
342,98,654
269,24,186
917,81,574
167,36,97
581,91,961
891,56,424
528,85,637
617,87,655
209,60,800
715,35,773
123,91,85
93,3,713
998,50,46
142,78,362
507,75,469
14,34,965
41,28,384
571,68,183
461,11,469
146,58,991
276,70,936
412,42,752
406,72,859
105,59,110
933,58,14
949,39,549
769,56,401
202,44,261
680,69,844
173,65,712
167,86,799
777,61,427
372,95,966
792,57,565
395,26,7
840,32,922
920,55,629
717,88,476
707,89,251
63,10,120
226,39,475
787,34,935
946,16,125
559,72,213
391,4,611
134,58,777
225,34,994
608,38,602
411,73,56
412,73,320
50,67,41
580,5,144
8,73,593
77,84,442
50,92,725
103,9,78
175,64,802
192,21,543
140,22,341
685,51,460
389,80,390
700,81,126
997,96,454
577,10,233
398,95,921
948,40,841
684,57,950
330,96,253
213,70,886
27,61,423
54,64,999
359,8,934
237,70,853
784,26,134
843,1,198
140,50,955
394,84,930
61,71,713
737,44,510
385,39,620
610,50,833
869,36,250
212,26,630
313,64,265
636,9,436
971,37,238
22,38,276
691,36,13
239,93,483
520,47,589
38,43,519
551,76,232
976,24,216
537,73,670
544,86,774
86,39,177
9,16,848
22,96,421
469,61,351
470,46,762
548,93,973
592,45,288
936,28,921
197,11,845
693,62,930
790,48,730
203,23,873
94,63,270
324,7,651
13,39,855
871,3,32
305,22,330
318,19,813
895,99,593
818,64,502
276,96,600
16,13,875
624,68,321
548,51,308
808,69,169
80,59,877
226,76,675
552,16,671
545,71,970
598,55,607
669,30,435
755,83,718
576,7,427
235,16,609
493,92,403
733,17,397
638,14,174
624,69,433
703,50,778
410,78,127
733,61,164
981,26,12
184,93,948
157,8,668
973,38,414
718,11,904
11,98,483
272,28,426
458,21,50
894,14,603
925,69,185
64,1,523
384,37,373
375,33,971
381,93,680
894,4,109
615,70,212
682,15,371
256,10,545
769,31,270
72,56,460
361,84,320
582,41,708
577,17,479
991,15,613
965,67,413
150,92,5
991,16,556
494,5,319
467,39,706
237,68,729
472,35,538
657,26,840
408,13,875
878,40,271
131,28,14
299,51,409
312,61,84
852,50,449
416,97,836
876,31,382
633,57,4
356,69,6
982,68,328
597,83,572
725,41,695
897,27,493
878,24,46
864,79,746
761,93,792
694,84,645
446,96,485
532,67,940
626,17,367
40,88,610
259,78,765
657,50,307
375,89,634
70,77,768
152,44,312
415,99,59
746,100,652
284,47,72
840,35,725
173,77,614
393,68,941
675,46,683
761,81,241
731,8,572
45,50,213
444,65,871
161,65,835
450,74,699
709,33,688
532,10,584
190,45,225
925,90,494
162,22,816
70,97,254
344,88,930
512,93,988
50,57,466
457,38,569
836,94,292
131,57,985
134,20,112
750,88,540
132,73,270
335,14,219
35,70,41
306,59,987
475,96,785
890,34,370
274,69,40
347,90,955
740,81,717
74,62,650
898,42,477
831,30,205
741,91,139
172,2,3
665,13,748
79,73,633
631,13,131
310,65,153
221,43,420
331,35,144
818,41,432
111,38,857
448,48,845
78,12,198
501,56,29
3,47,967
611,78,155
36,45,692
43,19,413
707,87,604
713,4,376
374,23,80
38,87,625
785,26,884
418,80,194
456,78,540
452,73,448
970,46,714
